1 1 3
1 2 1
1 3 131
1 4 2
1 5 100
1 6 7
1 7 7
1 8 6
1 9 4
1 10 30
1 11 66
1 12 5
1 13 2
1 14 2
1 15 4
1 16 4
1 17 3
1 18 2
1 19 2
1 20 19
1 21 8
1 22 2
1 23 12
1 24 5
1 25 6
1 26 1
1 27 1
1 28 5
1 29 1
1 30 1
1 31 65
1 32 63
1 33 40
1 34 2
1 35 2
1 36 6
1 37 2
1 38 7
1 39 5
1 40 2
1 41 2
1 42 4
1 43 3
1 44 2
1 45 2
1 46 2
1 47 32
1 48 5
1 49 2
1 50 4
1 51 25
1 52 2
1 53 2
1 54 9
1 55 3
1 56 3
1 57 3
1 58 2
1 59 2
1 60 3
1 61 2
1 62 1
1 63 2
1 64 1
1 65 3
1 66 2
1 67 2
1 68 85
1 69 5
1 70 1
1 71 1
1 72 2
1 73 4
1 74 1
1 75 993
1 76 1
1 77 14
1 78 3
1 79 1
1 80 4
1 81 1
1 82 9
1 83 5
1 84 2
1 85 11
1 86 1
1 87 1
1 88 2
1 89 1
1 90 1
1 91 999
1 92 2
1 93 1
1 94 22
1 95 1
1 96 1
1 97 1
1 98 8
1 99 7
1 100 25
1 101 1
1 102 3
1 103 1
1 104 5
1 105 1
1 106 1
1 107 1
1 108 1
1 109 1
1 110 1
1 111 1
1 112 6
1 113 1
1 114 1
1 115 70
1 116 11
1 117 12
1 118 71
1 119 17
1 120 32
1 121 7
1 122 1
1 123 1
1 124 30
1 125 211
1 126 80
1 127 4
1 128 5
1 129 41
1 130 62
1 131 46
1 132 140
1 133 12
1 134 4
1 135 11
1 136 10
1 137 34
1 138 13
1 139 1
1 140 7
1 141 65
1 142 23
1 143 1
1 144 1
1 145 1
1 146 434
1 147 4
1 148 1
1 149 7
1 150 54
1 151 14
1 152 44
1 153 1
1 154 3
1 155 76
1 156 1
1 157 3
1 158 1
1 159 20
1 160 7
1 161 175
1 162 2
1 163 1
1 164 8
1 165 1
1 166 1
1 167 2
1 168 1
1 169 48
1 170 3
1 171 3
1 172 1
1 173 4
1 174 2
1 175 4
1 176 15
1 177 11
1 178 11
1 179 2
1 180 4
1 181 75
1 182 22
1 183 1
1 184 4
1 185 1
1 186 22
1 187 5
1 188 5
1 189 2
1 190 40
1 191 88
1 192 17
1 193 1
1 194 63
1 195 4
1 196 142
1 197 3
1 198 1
1 199 67
1 200 1
1 201 9
1 202 3
1 203 2
1 204 4
1 205 2
1 206 1
1 207 1
1 208 2
1 209 1
1 210 1
1 211 29
1 212 24
1 213 1
1 214 1
1 215 8
1 216 24
1 217 1
1 218 1
1 219 1
1 220 49
1 221 12
1 222 1
1 223 49
1 224 8
1 225 6
1 226 3
1 227 26
1 228 8
1 229 23
1 230 18
1 231 13
1 232 21
1 233 1
1 234 1
1 235 2
1 236 13
1 237 56
1 238 1
1 239 17
1 240 143
1 241 42
1 242 11
1 243 2
1 244 6
1 245 1
1 246 15
1 247 3
1 248 2
1 249 2
1 250 6
1 251 19
1 252 31
1 253 1
1 254 7
1 255 13
1 256 5
1 257 4
1 258 20
1 259 17
1 260 25
1 261 3
1 262 73
1 263 1
1 264 4
1 265 149
1 266 13
1 267 1
1 268 10
1 269 8
1 270 5
1 271 7
1 272 71
1 273 2
1 274 2
1 275 17
1 276 2
1 277 2
1 278 2
1 279 2
1 280 3
1 281 2
1 282 2
1 283 5
1 284 1
1 285 7
1 286 7
1 287 4
1 288 3
1 289 2
1 290 36
1 291 31
1 292 69
1 293 1
1 294 4
1 295 62
1 296 16
1 297 6
1 298 2
1 299 2
1 300 1
1 301 4
1 302 4
1 303 20
1 304 16
1 305 144
1 306 80
1 307 32
1 308 37
1 309 8
1 310 4
1 311 1
1 312 1
1 313 3
1 314 3
1 315 3
1 316 3
1 317 2
1 318 1
1 319 27
1 320 36
1 321 3
1 322 4
1 323 10
1 324 7
1 325 1
1 326 36
1 327 56
1 328 2
1 329 23
1 330 11
1 331 1
1 332 7
1 333 1
1 334 6
1 335 8
1 336 3
1 337 10
1 338 8
1 339 5
1 340 3
1 341 42
1 342 7
1 343 4
1 344 6
1 345 10
1 346 15
1 347 2
1 348 1
1 349 2
1 350 17
1 351 6
1 352 1
1 353 1
1 354 1
1 355 1
1 356 17
1 357 53
1 358 3
1 359 3
1 360 4
1 361 21
1 362 2
1 363 3
1 364 3
1 365 6
1 366 2
1 367 9
1 368 4
1 369 1
1 370 1
1 371 2
1 372 30
1 373 1
1 374 1
1 375 5
1 376 1
1 377 9
1 378 4
1 379 1
1 380 48
1 381 1
1 382 1
1 383 1
1 384 8
1 385 1
1 386 1
1 387 1
1 388 9
1 389 7
1 390 3
1 391 30
1 392 1
1 393 3
1 394 3
1 395 27
1 396 3
1 397 1
1 398 1
1 399 1
1 400 24
1 401 4
1 402 9
1 403 7
1 404 1
1 405 1
1 406 1
1 407 1
1 408 5
1 409 1
1 410 5
1 411 2
1 412 1
1 413 1
1 414 16
1 415 2
1 416 1
1 417 1
1 418 3
1 419 3
1 420 3
1 421 12
1 422 1
1 423 14
1 424 9
1 425 1
1 426 57
1 427 17
1 428 1
1 429 49
1 430 3
1 431 1
1 432 4
1 433 1
1 434 14
1 435 1
1 436 2
1 437 1
1 438 3
1 439 1
1 440 11
1 441 90
1 442 3
1 443 17
1 444 15
1 445 3
1 446 21
1 447 5
1 448 22
1 449 11
1 450 1
1 451 3
1 452 2
1 453 8
1 454 66
1 455 31
1 456 1
1 457 4
1 458 9
1 459 53
1 460 3
1 461 2
1 462 3
1 463 4
1 464 4
1 465 1
1 466 1
1 467 1
1 468 1
1 469 12
1 470 6
1 471 3
1 472 91
1 473 44
1 474 3
1 475 2
1 476 9
1 477 9
1 478 2
1 479 1
1 480 9
1 481 32
1 482 2
1 483 1
1 484 106
1 485 1
1 486 1
1 487 1
1 488 59
